title,description
IBM Clicky model M Keyboard priced at,"Have available 1 IBM clicky buckling spring model M Keyboard as follows: model M with separate numeric keypad dated 1989. First come first serve. No holds Working with no issues when I stopped using this and has been retested when this was was posted. No damage. All key caps present. Never any spills, from non smoking, pet free home. This will come with a rare long cable that is PS2 type (smaller round style, NOT the older 5 pin DIN). If your system does not have any PS2 connectors you will need an adapter, I have no adapters. This style keyboard has made a resurgence and is rather popular is certain applications, can be used for general purposes. This type of positive feedback that this key design provides reminds me of the feel of the IBM Selectric interchangeable ball style fonts typewriters of the early 80's and perhaps is what IBM designers were trying to emulate in how these clicky buckling spring keys were made. I have 1 longer length cable that is included with the keyboard. Cables: IBM used a less common connector on the keyboard end to be able to supply different cables based on length, connector at computer end, color, etc. Longer length cable has approx 6 and a half foot long straight section, a coiled section that at rest is also approx 2 foot long that will stretch to 3-4 feet depending on force, and another straight section that connects to the keyboard itself about 6 inches long. (For reference, no Shorter length available but here is a description so you can see understand the difference, Shorter length cable has approx 2 foot long straight section, and a coiled section that at rest is also approx 2 foot long that will stretch to 3-4 feet depending on force, and another straight section that connects to the keyboard itself about 6 inches long.) This post will be kept up to date and removed promptly when appropriate, it is available if you can see this. If you are thinking about this - suggest you do not sit on your hands - only one I have. I have no spare cables or spare keyboards or spare parts available. Cash only. Meet during daylight hours. Shipping possible, these are the terms: No electronic payments, no checks, no money orders, no IOU's, no ACH, no trades. Cash only!! The kind that comes out of an ATM. Keep payment type accepted in mind if you ask me to ship, you cover shipping costs. Shipping is easier for me if you provide a prepaid shipping label. USPS is closest, but UPS, or FedEx can be done."
Linksys switches and routers (4),"4 Linksys switches and routers, used, all working. with power supplies. see pics. Local pickup only. $15.00 Each"
Allen-Bradley and others resistors and components for electronics,"Allen-Bradley and others resistors and components for electronics. All new. Resistors, capacitors and various other components. See pictures. 3 bags of them. Local pickup only. $60.00"
Kodak Easyshare printer dock 6000,"Kodak Easyshare printer dock 6000, used, works, with paper and ribbons. See pictures. Local pickup only. $10.00"
Buying Gaming PCS / Laptops as well as lots of other computer parts!,"Email lists! Looking to buy in bulk but will also look at individual gaming pcs, newer macs, etc!"
"Dell 90W Laptop AC Adapter Charger, Genuine dell, have 2","contact using Craigslist email relay for more info and photos. Not usb-c connector, has round connector to laptop. thanks"
AMD Ryzen 7 9800x3D Gaming CPU,"AMD Ryzen 7 9800X 3D $450 No one beats our prices Please do not send offers, we will not take them. We have 8 in stock (with more coming) No shipping, local only Features: AMD Ryzen 7 9800x 3d 8 Core CPU This is the fastest gaming cpu on the market!!!! Price is for the cpu only Wired Light Up Keyboard and Mice Start at $30 (new) Mechanical Keyboard and Mouse Sets $35 24"" 144hz - 165hz 1080p Displays only $125 27"" 144hz - 165HZ 1080p Displays only $150 Jeremiah's Computer Store and Repairs LLC 3898 Lake Ave Rochester NY 14612 Store Hours 12-4 7 Days a Week All units carry a 90 Day Warranty (see store for details) All Prices as listed plus tax"
Led Movie Projectors with HMDI inputs,"Led Movie Projectors with HDMI inputs $75 and UNDER! No one beats our prices Please do not send offers, we will not take them. Features: Projectors are 1080p and lower Led (no bulb to change) These are new projectors! Price is for the projector and whatever accessories come in the box. Wired Light Up Keyboard and Mice Start at $30 (new) Mechanical Keyboard and Mouse Sets $35 24"" 144hz - 165hz 1080p Displays only $125 27"" 144hz - 165HZ 1080p Displays only $150 Jeremiah's Computer Store and Repairs LLC 3898 Lake Ave Rochester NY 14612 Store Hours 12-4 7 Days a Week All units carry a 90 Day Warranty (see store for details) All Prices as listed plus tax"
9306-24i SAS SATA Broadcom LSI AVAGO 12gbps 12gb/s PCIe Adapter card,"No texts, use email relay. Price above is per card. Two cards available right now. Will sell separately or together. If you get both cards at same time, will discount a total of $20. What flavor of IT mode (jbod) are you into? ZFS, FreeNAS, unRAID, something else? This card connects to a lot of drives, actually 24! If you have a bunch of 22TB drives (bigger drives are available) you can approach 0.5 Petabyte of storage (500 TB). This card of course handles sata and sas drives, and can mix. If you are not familiar with IT mode, this card uses a PCIe slot on your mainboard and will pass through drives connected to it to your OS for use as you choose. Any sata or sas drive will work can be different sizes depending on your need / use. Great way to add more drives / space to a system. This card is has 3 connectors, each attaches to 8 drives, total 24 drives. All 3 connectors are internal and use SFF-8654 type connector (see photos of cable), cables are readily available with a variety of connectors at the other end to suit your preference. Has large heatsink, and likely designed for high air flow server case. To be safe install only with a fan blowing on this heatsink to keep it cool unless in high air flow case. Comes with low profile bracket with ventilation holes, bracket can be changed with a screwdriver. With 24 drives attached to this card plus what your motherboard has for sata connections to add to that you could have a pretty amazing amount of storage at you fingertips. What to do with it? Up to you. With 24 drives available you can hit some rather amazing transfer rates for spinning magnetic drive at a mere fraction of the cost of solid state. 0.5 Petabyte (that's 500 terabytes) of storage that is solid state - well can't bring myself to imagine the cost factors to get that! On most motherboards you run out of PCIe slots at some point and you need a bigger card. Space is the final frontier. Can usually meet same day. Daylight hours only please. Cash only!! The kind that comes out of an ATM. No electronic payments, no trades, no checks, no ACH, no money orders, no IOU's. Keep payment type accepted in mind if you ask me to ship, you cover shipping costs, USPS preferred, then Fed-Ex or UPS. You supply a prepaid shipping label preferred."
Memory: 48gb (6x8gb) DDR4 Hynix HMA81GR7CJR8N,"Six sticks of 8 gb DDR4 memory, totaling 48 gb. 100 for the whole set. This was used in a 2019 Mac Pro."
Simpletech 40GB IDE 2.5 inch HDD for laptop,"Simpletech 40GB IDE 2.5 inch HDD for laptop, Brand new in package. See picture. Local pickup only.$10.00"
Simpletech 60GB IDE 2.5 inch HDD for laptop,"Simpletech 60GB IDE 2.5 inch HDD for laptop, Brand new in package. See picture. Local pickup only.$10.00"
Toshiba 40GB IDE 2.5 inch HDD for laptop,"Toshiba 40GB IDE 2.5 inch HDD for laptop, Brand new in package. See picture. Local pickup only. $5.00"
Travelstar 80GB IDE 2.5 inch HDD for laptop,"Travelstar 80GB IDE 2.5 inch HDD for laptop, Brand new in package. See picture. Local pickup only.$15.00"
"Lenovo 45 WATT AC-Adapter ONLY, usb c usb-c","Price firm. No texts. Use email on C/L. Most likely can meet same day. I no longer have a way to test this as I no longer have the Lenovo pruduct I used it with. Info from the AC-Adapter: Lenovo pn: SA10E75843 FRU pn: 00HM665 Specifications: Max 45W Input: 100V - 240V~ 1.3A 50-60Hz Output: 20 V - 2.25A / 15 V - 3A / 9 V - 2A / 5 V - 2A 45 watt model - Great to have a spare or extra one for home/office/vehicle. With AC wall cord, cable with usb-c connector on the end and velcro strap. AC cord is 4.75 feet long and DC cord is also 5.5 feet long. Meet in person. Cash only. No shipping. Photos are of actual item being offered."
"2 Ablenet Buddy Button switches 2.5""","2 Ablenet Buddy Button 2.5 inches switches both $10 FIRM Select ""more ads by this user"" to see other items Dave email, call or text me 5eight5-613-8770. ***Will delete ad when sold****"
Motorola Surfboard Cable Modem,"Motorola Surfboard SB5101 (515291-017-00) Cable Modem $10 Each FIRM 10 available all for $50 FIRM Select ""more ads by this user"" to see other items Dave email, call or text me 5eight5-613-8770. ***Will delete ad when sold****"
Quad SWM Expander,"Quad SWM Expander, houses and splits signals to up to four SWM-8 single wire multiswitches. 5 available $10 Each FIRM NAS SWM-E2 Dual SWM Expander item# 217520 all for $25 each FIRM Select ""more ads by this user"" to see other items Dave email, call or text me 5eight5-613-8770. ***Will delete ad when sold****"
ARRIS - SURFboard DOCSIS 3.1 Cable Modem & Dual-Band Wi-Fi Router,"Recently purchased modem/router combo device. Paid $200 new less than a year ago. Works great, coming from a smoke free-clean home. We have switched to fiber Internet and can no longer use this cable device."
Epson Printer Ink,"NEW 4 PACK GENUINE 220-I 220 T220 Epson Printer ink cartridge set. NEW Genuine Epson 220-Series Black & Color DURA-Brite Ultra Ink Cartridges (4-PACK) 1 -Epson (T220-I) Black standard-Capacity Ink Cartridge 1 -Epson (T220-I) Cyan Standard-Capacity Ink Cartridge 1 -Epson (T220-I) Magenta Standard-Capacity Ink Cartridge 1 -Epson (T220-I) Yellow Standard-Capacity Ink Cartridge For Epson Printer Models: Epson Expression XP-420,424,320 See photo. $10 Call if interested."
HP INK Tri-Color 28,"I have 1 unopened HP Ink Color Cartridge for Printer, Copier, Scanner: HP 28 Tri-color (C8728A) Tri-Color $10. Note: Black in the photo has been sold. Call if interested."
AG2 II SATA/ATX Power supply 550Watts Brand new,AG II SATA/ATX Power supply 550Watts (Brand new in box) See pictures. Local Pickup only. $15.00
HP 305A Print cartridge never use,Print cartridge HP 305a $50 never use call or text show contact info
Linksys EA9300 Tri-Band Wireless Router - Like New,"Linksys EA9300 Tri-Band Wireless Router for sale. This is a very high-end wireless router for fast home internet use/performance. Maximum Range is 3500 Sq Ft. Intelligent Tri Band router with Net Gen. 1.8GHz Quad Core CPU and 3 offload processors to release your WiFi performance and provide 3 Ultra high speed WiFi bands up to 4 Gbps. Next Gen AC Wi Fi + MU MIMO + Airtime fairness improves network efficiency and provides ultra-fast Wi Fi speeds to all your home and home office devices at the same time, same speed. Advanced Beamforming with 9 high power amplifiers extend and maximize performance and coverage for both 2.4GHz & 5GHz. 6 active high gain antennas expand WiFi range throughout a large size home; 5 Gigabit Ethernet ports for wired speeds 10x faster than standard Ethernet for printers, game consoles and Smart TVs. This is currently selling for $272 on Amazon.com: https://www.amazon.com/Linksys-Max-Stream-Tri-Band-Wireless-EA9300/dp/B071DKY952?th=1 !"
Laptop cable lock,Retractable laptop security cable lock by Kensington. 4' long cable. Two keys.
PC desktop motherboards,"Various AMD and intel options of DDR3 motherboards available here, starting at $15. Both higher end models have 4 memory slots for DDR3, and you can add on as many 4GB sticks @ $5 per stick as you like. (8GB total system RAM is recommended and works comfortably, 12GB would definitely suffice.) All come with the CPU and cooler and one SATA drive cable. Just hook up to a power supply, an ssd, and input/output and you are set. They are all standard mATX form factor boards. The Lenovo board inherently comes with a digital windows license, so it can often be a convenient way to recover a broken laptop simply by pulling its hard drive and connecting it to the board. ==1==> $15: Lenovo matx board with quad-core (8 threads) i7-2600. ====$15====. ==2==> $45 FX-8300 (8 core) on an AM3+ Motherboard. only ====$75====. ==3==> $45 A8-6500 (4c@3.5ghz) on an FM2 Motherboard+CPU/APU (Asus A55) ====$40====. Other options, only if you need such: 1. Standard PC Tower case: $5. 2. Memory: $5 per 4GB. 3. DVD writer plus a DVD of your favorite linux distribution: $10 4. Gaming GPU's: varies by model, ask me 5. A decent older VGA display: $15"
Arris surfboard,Internet hotspot (wired network extender)
Computer parts,"Parts are from when I support local computers. There are coaxle, power, audio, rj45 cables etc and clips, memory, fans. CDrom, printers bought a long time ago, that I gave for free for kids. circuit board screws. Email best offer. What is not sold within a month, all will be thrown away."
NZXT Hue+ Advanced PC Lighting Kit,"Pulled from my old PC, worked fine, may need to use additional strips of 3M double-sided tape to keep strips adhered, but no issues otherwise. All cables, hubs, extensions included. Cash/Venmo/CashApp/Paypal accepted, local pickup only."
New in Box! Logitech M315 Wireless Mouse,New in Box! Logitech M325 Wireless Mouse Never Opened Available in Blue and Red
Leather Expandable shoulder bag briefcase/lap top bag,Leather Expandable shoulder bag briefcase/lap top bag with zippered compartments
Cisco WS-C2960X-48FPS-L 48 Port PoE+ 2960X Gigabit Switch,"Good working POE Gigabit Switch, reset and updated with latest IOS."
16GB PC4-2133 ECC Server Memory RAM (x24 Available),"HYNIX HMA42GR7MFR4N-TF 16GB 2Rx4 17000 PC4-2133 ECC MEMORY RAM 24x available - price breaks for multiple sticks Brand: Hynix Form Factor: DIMM Class: DDR4 Capacity: 16GB ECC Type: ECC-Registered Dual Rank Speed: PC4-17000 Frequency: 2133MHz Rank: 2rx4 Voltage: 1.2v Profile: Normal Pin Count: 288 Each module passed all diagnostics. This listing contains REGISTERED Modules! These are for servers only and not normal desktops! ECC Registered DIMMs & ECC UDIMMS & ECC Load Reduced DIMMs cannot be mixed. If your system came with modules other than REGISTERED, then use of REGISTERED DIMMs will require the removal of all existing modules. Please note that this listing is for the specifications outlined in the description. Samsung, Hynix, and Micron create several part numbers for memory that are 100% identical in compatibility (such as HMA42GR7AFR4N-TF). This listing is for any of the outlined part numbers that match the specifications in the listing."
Twelve (12x) Seagate Cheetah Seagate FC Hard Drives,Twelve (12x) Seagate Cheetah Seagate FC Hard Drives - discount for multiple Description: Seagate 146GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard Drive Part Number(s) Manufacturer Part# ST3146807FC Overview: The Cheetah 10K lowers cost of ownership with the industry'shighest reliability designed for full duty cycle applications; Seagate-exclusive Background Media Scan; enhanced Error Correction Code; and low power and cooling requirements. Capacities include 300 146 and 73 Gbytes with Ultra320 SCSI or 2 Gbit/sec Fibre Channel interfaces. Specifications: Category Seagate HardDrive Sub-Category 10K Generation Fibre Channel Part Number ST3146707FC Products ID 456655 Type Hot-Swap Hard Drive Capacity 146GB Form Factor 3.5 inch x 1 inch Plug-in Module Interface FC-AL Data Transfer Rate 2GB/s Rotational Speed 10000RPM Pins 40
(x2) Dell 130W Laptop / Dock Charger,"$20 per, two available Model #LA130PM121"
StarTech ST122Pro Splitter,Used StarTech ST122Pro 2 Port High Resolution VGA Video Splitter. Good condition. Comes with everything pictured. Located in Penfield.
BOOG75 Hall Effect Keyboard,"Mint condition Meletrix BOOG75 Hall Effect RGB keyboard in the Shockwave colorway. Very well built, all metal, it's an absolute tank of a keyboard. Hall switches are wonderful. Software is easy to use (web based app). This comes with the original box, carrying case, and accessories. You'll open it up like it's new. $140"
HP CB337W Tricolor Ink Cartridge - NEW,New in sealed package as shown.
Keyboard-Model A025 KFRMB2 Series Dell Latitude D600 replacement oem,Call or text show contact info
50-7B103-001-R - Dell 6Ft Black DVI-D Cable and VGA Cable,Call or text show contact info
surface book AC adapter,Text show contact info
laptop bag,Call or text show contact info
Gigabyte Aorus Master RTX 5070ti 16GB New,"Gigabyte Aorus Master Nvidia RTX 5070ti 16GB $999 Please do not send offers, we will not take them. This is being sold for amazon list price there is no markup! Features: 16GB Video Ram Price is for the video card new in box Wired Light Up Keyboard and Mice Start at $30 (new) Mechanical Keyboard and Mouse Sets $40 24"" 144hz 1080p displays only $125!!!! 34"" Curved 3440x1440 165hz Gaming Monitors $250 Jeremiah's Computer Store and Repairs LLC 3898 Lake Ave Rochester NY 14612 Store Hours 12-4 7 Days a Week All units carry a 90 Day Warranty (see store for details) All Prices as listed plus tax"
"Fellowes 50 3.5"" Tray Holder Old Maplinx Software 30ish Unused HD Disk",Fellowes 50 3.5 diskette tray (no key) along with old Windows Maplinx software and what looks to be about 30 HD 3.5 diskettes. There was a note if front of most of them that read unused. Good Shape for all. $15 for all. I'm in West Irondequoit. Call or text show contact info or use Craigslist mail.
Linksys SE1500,"5 port Ethernet hub. Complete with power supply, instructions and box. Like new"
NIB - KVM Switch 8K HDMI / USB 3.0 - 2 computers / 2 monitors,"New in Box. 8K HDMI / USB 3.0 KVM Switch 2 Monitors 2 Computers. Received 2, only need 1. See photos for specs. I currently use the exact same one and it works great."
"Mac Pro A1481 SSD 256 Gb, Late 2013 Original Apple - Monterey","Original Apple SSD pulled from a Apple Mac Pro model A1481. Comes as shown with a fresh install of Mac OS Monterey which has had the latest updates installed. This is 256Gb, Samsung drive produced for Apple, number 655-1858B."
"2.5"" SATA hard drives","Lot of 6 various 2.5"" SATA hard drives. All used, working drives formatted Mac OS extended, but you can format them any way you like. Included are the following: 1 - 40Gb Hitachi (has Mac OS Lion installed) 2 - 160Gb Hitachi (Apple Branded) 1 - 250Gb Seagate 1 - 320Gb Toshiba 1 - 500Gb Toshiba (Apple Branded)"
"Mac Pro A1481 SSD 512 Gb, Late 2013 Apple OEM - Monterey","Original Apple SSD pulled from a Apple Mac Pro model A1481. Comes as shown with attached heatsink and a fresh install of Mac OS Monterey which has had the latest updates installed. This is 512Gb, Samsung drive produced for Apple, number 655-1805B."
"Lot of 6 - 2.5"" SATA drives - 40Gb-500Gb","Lot of 6 various 2.5"" SATA hard drives. All used, working drives formatted Mac OS extended, but you can format them any way you like. Included are the following: 1 - 40Gb Hitachi (has Mac OS Lion installed) 2 - 160Gb Hitachi (Apple Branded) 1 - 250Gb Seagate 1 - 320Gb Toshiba 1 - 500Gb Toshiba (Apple Branded)"
Corsair 5000D AIRFLOW Tempered Glass White Mid-Tower ATX PC Case,"Used 5000D computer case. Comes with manual, original accessories such as HDD trays and shields/covers, extra retaining clips, original 2x120mm corsair fans. Also comes with 6 extra 140mm fractal design fans."
Miscellaneous items,This great items I don’t need anymore 1.Printer is in perfect condition New black n white cartridge . This printer has everything you need for a small business including faxing and copy setting $50. Richard 232-2021 Make a offer
Geforce RTX 2060 Super,"Used, still preforms like new."
Seasonic Focus GX-1000 Watts Power Supply,"Excellent condition like new, barely used. Comes with everything included in original box. If interested or have any questions email or text."
Deepcool Castle 360EX Addressable RGB AIO Liquid CPU Cooler,"Great condition, fans have not been used because I switched them out when I purchased this cooler for other fans. Everything included with original box. If interested or have any questions email or text."
G.Skill TridentZ Neo DDR4 3600 CL14 32gb Dual Channel Ram,Excellent condition and performance. If interested or have any questions email or text.
"Acer Predator X34 1900R Curved 34"" UltraWide QHD Monitor","3440 x 1440 Gaming Monitor | NVIDIA G-SYNC | Agile Splendor IPS | Up to 180Hz | DCI-P3 98% | DisplayHDR 400 | 2 x DP, 2 x HDMI, USB Type-C. Excellent condition works amazingly. If interested email, text, or message. Serious inquiries only and no delivery."
TP-Link Archer AX55 wifi 6 router and RE715X signal booster,Both purchased in 2023 for over $200 together. Both work perfectly. Way too many specs so here are the Amazon links Router: https://a.co/d/cVhq8PN Range Extender: https://a.co/d/j6drIed
New 6ft. DVI Cable $5,"New 6ft. DVI Cable, Single Link, 18-Pin M-M DVI-D - NEW .. selling them for $5 bucks each"
PC / Gaming Computer Keyboards & Mouse Mice (USB & PS/2) Microsoft,"I have MANY USB and PS/2 computer keyboards (and mice) available for sale. Microsoft comfort curve keyboards, fancy backlit gaming keyboards... etc. Just tell me what you need and I will tell you if I have it and the price for it. (I have more than whats shown in the pics.) The average price is probably around $10 per quality/ergonomic keyboard and $4 per standard mouse. Price varies somewhat depending on model/brand. Razer Lachesis for $20 (minor drifting issue) Razer Spectre for $25 (it has very sensitive right mouse button) Mionix naos 5000 in box: $20 Steelseries Merc Stealth keyboard: $138 Must pick up from Gates. Contact me via email."
"LCD PC Computer Monitors 17"" (16:10)","Seem to be working fine. You can test before buying. I have HDMI to VGA/DVI adapter cable for extra cost. Compaq W17q 17"" LCD PC Monitor: $15 1440 x 900 (16:10 Aspect Ratio) VGA input Acer x173w 17"" LCD PC Monitor: $15 1440 x 900 (16:10 Aspect Ratio) VGA input Pick up from Gates."
Ergotron Stand-sit single monitor desk mount adjustable workstation,"NEW old stock: Ergotron 24-259-026 WorkFit-A Single LD (light duty) Monitor Sit-Stand Workstation. Adjustable Arm Desktop Monitor Stand + Keyboard Tray Home or Office Workstation. Holds up to a 24"" monitor. 4 available."
Targus CUN1 Laptop Bag Fits Up To Two 13.3” Laptops,Great Condition. No imperfections that I can see.
Xircom 170-0460-003 B 10/100 Base-TX NEW (3 available),This listing is for ONE of the three identical items shown in the main photo. There are a total of three available as of the posting date of this listing. Buy all three for $5.
Targus Leather Laptop computer case,Selling a leather Targus laptop computer case
"routers, TP-link, netgear, D-link. Sell all for $50","routers, TP-link, netgear, D-link. Sell all for $75"
Plextor IDE CD Reader/Writer (2),Plextor IDE CD Reader/Writer (2) For a PC. Plexwriter PX-W4824TA Brand new 48/24/48U See Pictures. Local pickup only. $20.00 for both
"Lightly Used ViewSonic VX2728J-2K 27"" Gaming Monitor","Lightly used 27"" gaming computer monitor. Monitor, stand, and power cord included. No box. Cash, Venmo, or Paypal only. No deliveries. Viewable Area (in.): 27 Panel Type: IPS Technology Resolution: 2560 x 1440 Resolution Type: QHD (Quad HD) Curvature: Flat Refresh Rate (Hz): 180 3.5mm Audio Out: 1 HDMI 2.0: 2 DisplayPort: 1 Power in: DC Socket (Center Positive) Additional specs: https://www.viewsonic.com/global/products/lcd/VX2728J-2K#specs"
"Brand New ViewSonic VX2728J-2K 27"" Gaming Monitor","Brand New, Unopened gaming computer monitor. Cash, Venmo, or PayPal only. No deliveries. Viewable Area (in.): 27 Panel Type: IPS Technology Resolution: 2560 x 1440 Resolution Type: QHD (Quad HD) Curvature: Flat Refresh Rate (Hz): 180 3.5mm Audio Out: 1 HDMI 2.0: 2 DisplayPort: 1 Power in: DC Socket (Center Positive) Additional specs: https://www.viewsonic.com/global/products/lcd/VX2728J-2K#specs"
Evga Geforce GTX 980 TI Classified Edition x2,"Asking for $200 for each card ($400 total) OBO. Comes with SLI bridge. Fully functional cards, decided to replace these with new GPU in build. Can deliver to / meet in Rochester area (east/south of city). Specs per card. 6GB GDDR5 3x DP, 1x HDMI, 1x DVI-I SLI support. Dual 8pin power (16pin) Dual PICe 3.0 slot width. 5.4in tall, 11in long. Full specs (https://www.evga.com/products/Specs/GPU.aspx?pn=a66a54fd-9741-4fab-af24-22bc317106f0). Evga’s classified lineup is their top of the line version. This card has a much larger heat sink with dual fans instead of single, and factory configured overclocking. Note this is the Classified TI version which is different from the non-classified or non-TI versions. Product review (https://www.overclockers.com/evga-gtx-980-ti-classified-graphics-card-review/)"
"Rosewill Server Raid Hard Drive Cage 5x 3.5""","Brand new Rosewill server hard drive carriers/cages/chassis/sleds/slots/bays/fans/adapters, black, with built in 120mm fans. These convert 4x 5.25"" bays into 5x 3.5"" drive bays with active cooling. Drive mount stakes are toolless. 45$ for all 3. Pickup only in Penfield near wegmans. If the ad is up, they are available. Price firm, these are brand new pulls. These are 25$ each new without fans, on amazon. https://www.amazon.com/rwu0-Drive-Supplies-Stainless-Computer/dp/B0854QRSC2"
300Mbps USB WiFi Adapter,"300Mbps USB WiFi Adapter, Wireless LAN Network Card Adapter Stick USB 2.0 Dongle for Desktop Laptop PC Windows 10 8 7 XP MAC OS (Plug-and-Play for Windows10)"
Netgear AC1900 C7000v2 Cable Modem Router,Combo cable router modem I have sitting around. Can setup WiFi etc it works great! I’m moving and no longer need this feel free to make offers.
Router,"As pictured, restored to factory settings"
Computer charging cart with lock,"Nice condition computer cart on wheels with surge protector, dividers, and lock. Fits 30 laptops, custom built. Two available, $400 each or $700 for both. 30Wx24Dx42H"
"Fellowes 50 3.5"" Tray Holder Old Maplinx Software 30ish Unused HD Disk",Fellowes 50 3.5 diskette tray (no key) along with old Windows Maplinx software and what looks to be about 30 HD 3.5 diskettes. There was a note if front of most of them that read unused. My apologies to whoever wanted this and I couldn't find them. My daughter cleaned out a closet I had them in and she must have put them in the basement and I just found them) Good Shape for all. $15 for all. I'm in West Irondequoit. Call or text show contact info or use Craigslist mail.
Tablet Case,Tablet Case Holds a 7 1/2 x 5 inch tablet
ATI Fire GL4 4x AGP Pro Video Card - Dual DVI,"ATI Fire GL4 4x AGP Pro Video Card - Dual DVI and stereo video glasses port Specifications: (PC Pict CL) Bus type: AGP Pro 2X/4X v2.0 Compliant w/ Side Banding Memory: 128 Mb DDR SGRAM, Unified Framebuffer 3D performance: 29 million Triangles/second, G-Shaded, Z-buffered, non-Textured 33 Million Anti-Aliased Vectors/second 512 Million Pixels/second fill rate, G-Shaded, Z-buffered, non-Textured 250 Million Pixels/second Trilinear Texture fill rate (Mip-mapped) Connectors: Two DVI-I Digital Monitor Output StereoGraphics Connectors RAMDAC: 300 MHz / 30-bit Palette DAC Form factor: Single, Full Length AGP/Pro50 Card Length AGP compatible: Full AGP 2X/AGP 4X support (up to 1GB/s bandwidth) VESA: VBE 2.0 (super VGA modes) DPMS energy saving DDC-2b support for plug and play detection of monitor 28130070-004 ATI 128Mb AGP Fire GL4 Video Adapter General Interface Type AGP 4x Max Monitors Supported 2 Interfaces 2 - 24+5 pin combined DVI - female 1 - 3 pin mini-DIN - female Graphics Engine IBM RC1000 2D/3D Graphics Coprocessor / Vendor IBM GT1000 Bus Type API Supported OpenGL, DirectX, Direct3D RAMDAC 300 MHz Manufacturer ATI Technologies Inc. Memory Size 128 MB / 128 MB (max) Technology DDR SGRAM Power Device Type none Interface Provided Gender female Connector Qty 1, 2 Type display / video Interface DVI-Analog/Digital, stereo video sync-out Qty 1, 2 Connector Type 24+5 pin combined DVI, 3 pin mini-DIN Video Video Output multi-monitor graphics card Graphics Processor IBM RC1000 Colors Max Resolution (external) 32-bit color Type none Video Output Colors Max Resolution (external) 32-bit color Fill Rate (pixels) 512 million pixels/sec Fill Rate (triangles) 29 million triangles/sec Fill Rate (texels) 250 million texels/sec Type graphics card Interface Type AGP 4x Graphics Processor Manufacturer other Graphics Processor IBM RC1000 RAMDAC Clock Speed 300 Hz Max Monitors Supported 2 Max External Resolution 1920 x 1200 V-Sync Rate at Max Res. (external) 75 Hz API Supported Direct3D, DirectX, OpenGL Analog Video Format none Supported Video Signal DVI Analog Video Signal none Digital Video Standard Digital Visual Interface (DVI) System Requirements OS Required Linux, Microsoft Windows 2000 / NT4.0 Header Brand ATI Product Line ATI FIRE Model GL4 Packaged Quantity 1 Compatibility PC Interface Required Type none Video Memory Technology DDR SGRAM Installed Size 128 MB Software Type Drivers & Utilities Slot Required Type AGP Total Qty 1 General Manufacturer ATI Technologies Inc. ***Please leave contact Number so I May Call You*** ***Click the ""more ads by this user"" button***Listed till sold***"
Texas Instrument Ti-99 4a Computer 9-Cartridges,"Texas Instrument Ti-99 4a Computer 9-Cartridges For Sale used fully functioning Texas instruments solid state Educational cartridge. 1982 Release Date Label and case cover are in very good condition. Early Reading Reading Roundup Number Magic Addition & Subtraction 1 Addition & Subtraction 2 Numeration 1 Early Learning Fun Beginning Grammar FaceMaker PC-DL-TI ***Please leave contact Number so I May Call You*** ***Click the ""more ads by this user"" button***Listed till sold***"
NUMBER MAGIC Texas Instruments Solid State Cartridge,"NUMBER MAGIC Texas Instruments Solid State Cartridge No Manual PHM 3004 1982 Texas Instruments TI-99 4A computer cartridge only Number Magic game for the Texas Instruments gaming system Cartridge is in excellent condition with slight wear Texas Instruments TI-99 4A computer cartridge, Number Magic, cartridge only, no box or manual. Please see picture(s) and ask questions before purchasing. \Documents\Craigslist\New ***Please leave contact Number so I May Call You*** ***Click the ""more ads by this user"" button***Listed till sold***"
Atari Computer Cartridge Basic,"ATARI BASIC COMPUTER PROGRAM ATARI CXL4002 Atari Computer Cartridge Use with Console Keyboard Atari 400/800/XL/XE, 1981 © 1983 Atari Computer Systems Inc., All Rights Reserved This product is developed and Manufactured for Atari Inc. Basic Computing Language (Atari 400/800/XL/XE, 1981) ☆ AUTHENTIC ☆ 1983 Programming - Language Machine Language Genre Programming - LanguageYear1983 Language Machine Language Publisher Atari (USA) Controls Keyboard ***Please leave contact Number so I May Call You*** ***Click the ""more ads by this user"" button***Listed till sold***"
Atari Computer Cartridge LOGO,"ATARI LOGO COMPUTER PROGRAM ATARI RX8032 Atari Computer Cartridge Use with Console Keyboard Atari 400/800/XL/XE, 1981 © 1983 Logo Computer Systems Inc., All Rights Reserved This product is developed and Manufactured for Atari Inc. by Logo Computer Systems Inc., Montreal Basic Computing Language (Atari 400/800/XL/XE, 1981) ☆ AUTHENTIC ☆ 1983 Programming - Language Machine Language Genre Programming - LanguageYear1983 Language Machine Language Publisher Atari (USA) Controls Keyboard Developer Logo Computer Systems, Inc. Players-Country Programmer(s) Silverman, Brian License Commercial Graphic Artist(s) (PC-P-2020-10) ***Please leave contact Number so I May Call You*** ***Click the ""more ads by this user"" button***Listed till sold***"
Wireless WiFi Repeaters,"Up for sale 2 Wireless WiFi Repeaters. The both are brand new still in box, never used. Great for adding more range up to 300 mbps for every WLAN network. See more info on boxes in photos. Only asking $5.00 each or B/O. Please email if interested. Thank you."
Tablet Case,"Tablet Case Holds 5 1/2"" x 8"" Tablet"
Leather Expandable shoulder bag briefcase/lap top bag,Leather Expandable shoulder bag briefcase/lap top bag with zippered compartments
